 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
 3.00000000e-01 9.86281000e+01
