 -2.03243658e-01 3.77167164e+00 1.00000000e+00
 2.08792916e-01 3.50502527e+00 1.00000000e+00
 2.55562526e-02 3.24102187e+00 1.00000000e+00
 -1.24926902e-01 2.71598537e+00 1.00000000e+00
 -1.33107274e-01 3.23864245e+00 1.00000000e+00
 -2.04667214e-01 3.95917178e+00 1.00000000e+00
 2.71780824e-01 3.11019730e+00 1.00000000e+00
 4.26291577e-01 2.70056767e+00 1.00000000e+00
 -5.64505237e-01 3.83280644e+00 1.00000000e+00
 2.81459523e-01 3.05178844e+00 1.00000000e+00
 -1.18896589e-01 3.06612389e+00 1.00000000e+00
 -1.78350698e-01 4.01331076e+00 1.00000000e+00
 5.68829651e-02 3.89727846e+00 1.00000000e+00
 -3.89112979e-01 4.29375144e+00 1.00000000e+00
 6.65699672e-01 3.95699016e+00 1.00000000e+00
 -4.06824196e-01 3.16833832e+00 1.00000000e+00
 2.68907721e-01 3.89586034e+00 1.00000000e+00
 -1.63816226e-01 2.62636513e+00 1.00000000e+00
 4.10694365e-01 4.15448516e+00 1.00000000e+00
 -5.09733913e-01 4.03773499e+00 1.00000000e+00
 -3.53722179e-02 4.04859842e+00 1.00000000e+00
 7.23873038e-01 3.75917321e+00 1.00000000e+00
 -3.94251473e-01 4.42370354e+00 1.00000000e+00
 3.63931501e-02 4.03671405e+00 1.00000000e+00
 -4.01566699e-01 4.33931011e+00 1.00000000e+00
 -2.40680494e-01 4.02775130e+00 1.00000000e+00
 9.28545344e-01 3.78998427e+00 1.00000000e+00
 3.44993222e-02 3.45308090e+00 1.00000000e+00
 5.03054180e-03 4.09761937e+00 1.00000000e+00
 4.76184147e-01 4.38336226e+00 1.00000000e+00
 2.29502172e-01 4.52355410e+00 1.00000000e+00
 4.32531913e-01 4.74757357e+00 1.00000000e+00
 -3.10141533e-02 4.51030337e+00 1.00000000e+00
 2.77414982e-01 3.99056575e+00 1.00000000e+00
 6.42939966e-01 4.08580775e+00 1.00000000e+00
 1.20501121e+00 4.43655227e+00 1.00000000e+00
 6.20821092e-01 3.72568213e+00 1.00000000e+00
 1.10973012e+00 4.42887845e+00 1.00000000e+00
 -1.75838196e-01 4.07108796e+00 1.00000000e+00
 2.85294007e-01 4.26288868e+00 1.00000000e+00
 1.05903239e+00 4.58314874e+00 1.00000000e+00
 5.70631631e-01 3.92091458e+00 1.00000000e+00
 6.62457299e-01 4.23144455e+00 1.00000000e+00
 2.10993009e-01 3.91825933e+00 1.00000000e+00
 1.25551863e+00 4.25427335e+00 1.00000000e+00
 1.13939655e-01 3.47513663e+00 1.00000000e+00
 6.38745525e-01 4.22516568e+00 1.00000000e+00
 5.67680362e-01 3.96875803e+00 1.00000000e+00
 8.21783371e-01 4.65405747e+00 1.00000000e+00
 4.21173061e-01 4.41910829e+00 1.00000000e+00
 3.34890318e-01 5.02494487e+00 1.00000000e+00
 1.12148557e-01 4.51814201e+00 1.00000000e+00
 5.07453709e-01 4.41110775e+00 1.00000000e+00
 3.39115327e-01 4.87295010e+00 1.00000000e+00
 4.83138565e-01 4.28222047e+00 1.00000000e+00
 3.10853844e-01 4.63148448e+00 1.00000000e+00
 1.15359847e+00 4.61836182e+00 1.00000000e+00
 -4.73223783e-01 4.52118075e+00 1.00000000e+00
 2.57445609e-01 4.61573769e+00 1.00000000e+00
 5.17952274e-02 5.37986920e+00 1.00000000e+00
 9.13657293e-01 4.78754583e+00 1.00000000e+00
 5.85124505e-01 4.66749824e+00 1.00000000e+00
 3.30436129e-01 3.79349995e+00 1.00000000e+00
 6.85279649e-01 4.25148471e+00 1.00000000e+00
 9.08468147e-01 4.11286277e+00 1.00000000e+00
 8.42811254e-01 4.79619232e+00 1.00000000e+00
 8.43918528e-01 4.96472561e+00 1.00000000e+00
 9.17559253e-01 4.21220360e+00 1.00000000e+00
 1.05387671e+00 4.59483798e+00 1.00000000e+00
 8.38857106e-01 4.86795076e+00 1.00000000e+00
 1.84647357e-01 4.53464541e+00 1.00000000e+00
 7.12598622e-01 5.07748228e+00 1.00000000e+00
 9.21643507e-01 4.18215631e+00 1.00000000e+00
 1.04202330e+00 4.47075914e+00 1.00000000e+00
 1.08841960e+00 5.33263174e+00 1.00000000e+00
 8.07883248e-01 5.23731779e+00 1.00000000e+00
 6.31446108e-01 4.99245966e+00 1.00000000e+00
 6.09481581e-01 5.24647470e+00 1.00000000e+00
 7.36595251e-01 4.62564278e+00 1.00000000e+00
 7.68924509e-01 5.20060146e+00 1.00000000e+00
 1.30220175e+00 4.90273056e+00 1.00000000e+00
 4.31953797e-01 4.52556127e+00 1.00000000e+00
 2.94832412e-01 4.75538689e+00 1.00000000e+00
 8.06815972e-01 4.60835833e+00 1.00000000e+00
 1.63909389e+00 4.98570248e+00 1.00000000e+00
 1.07201291e+00 5.28435500e+00 1.00000000e+00
 1.39723593e+00 4.49232807e+00 1.00000000e+00
 9.73479077e-01 5.33243092e+00 1.00000000e+00
 5.07127385e-01 4.92408435e+00 1.00000000e+00
 8.86464243e-01 4.73646893e+00 1.00000000e+00
 7.46012950e-01 4.38022110e+00 1.00000000e+00
 5.79773248e-01 5.11633164e+00 1.00000000e+00
 1.16504946e+00 5.05302267e+00 1.00000000e+00
 7.63512037e-01 4.17551902e+00 1.00000000e+00
 1.13056330e+00 4.89842095e+00 1.00000000e+00
 8.97306181e-01 4.44533174e+00 1.00000000e+00
 7.83768317e-01 4.53277227e+00 1.00000000e+00
 8.82939621e-01 5.10498166e+00 1.00000000e+00
 1.56009055e+00 5.17162538e+00 1.00000000e+00
 1.47724754e+00 4.85463899e+00 1.00000000e+00
 1.26304142e+00 5.50762650e+00 1.00000000e+00
 1.33204291e+00 5.00781211e+00 1.00000000e+00
 9.25117481e-01 4.44114772e+00 1.00000000e+00
 8.95129981e-01 5.02518453e+00 1.00000000e+00
 1.07339027e+00 5.62857580e+00 1.00000000e+00
 1.73743596e+00 5.03701745e+00 1.00000000e+00
 1.50467404e+00 5.44013086e+00 1.00000000e+00
 1.60251020e+00 5.43151095e+00 1.00000000e+00
 4.81228537e-01 4.83392248e+00 1.00000000e+00
 1.09545983e+00 4.85221336e+00 1.00000000e+00
 1.04813567e+00 4.97612685e+00 1.00000000e+00
 1.05338113e+00 5.12956411e+00 1.00000000e+00
 7.48594936e-01 5.43319570e+00 1.00000000e+00
 9.32033594e-01 4.77443849e+00 1.00000000e+00
 1.35118316e+00 4.87042996e+00 1.00000000e+00
 9.81537587e-01 4.32421370e+00 1.00000000e+00
 1.46538614e+00 4.64178847e+00 1.00000000e+00
 6.95239652e-01 4.85064161e+00 1.00000000e+00
 1.06886266e+00 4.82804720e+00 1.00000000e+00
 1.26223832e+00 4.58757252e+00 1.00000000e+00
 7.75699170e-01 4.52662568e+00 1.00000000e+00
 1.29212200e+00 4.88565430e+00 1.00000000e+00
 8.54498964e-01 5.05264761e+00 1.00000000e+00
 1.52730299e+00 5.53051539e+00 1.00000000e+00
 1.35387272e+00 5.76192118e+00 1.00000000e+00
 1.74199016e+00 4.96147375e+00 1.00000000e+00
 1.37679474e+00 5.08739372e+00 1.00000000e+00
 2.24899417e+00 5.30769334e+00 1.00000000e+00
 1.56851735e+00 4.67998174e+00 1.00000000e+00
 9.36051836e-01 5.28041661e+00 1.00000000e+00
 1.46870196e+00 4.95084524e+00 1.00000000e+00
